fname,target_word,speech_start,speech_end,gesture_start,gesture_end,word_form,source_file,source_video_start,source_video_end,source_width,source_height,num_frames,pad,bbox
top/00001,top,46,53,0,55,top,Jk4f807ytdY,528.04,532.04,1280,720,178,347,"[347, 444, 1041, 1138]"
bye/00013,bye,75,80,79,91,bye,AZD3JJKSxYo,359.88,363.88,1920,1080,724,726,"[935, 539, 2387, 1991]"
slide/00000,slide,42,57,20,65,slide,Eadixu2fouc,551.88,555.88,1280,720,312,352,"[439, 371, 1143, 1075]"
focus/00000,focus,42,56,31,99,focuses,ltX6kK3fIcY,153.88,157.88,1920,1080,4340,764,"[1073, 435, 2602, 1964]"
close/00000,close,44,54,34,90,closes,AOayKmIkGxY,248.0,252.0,1280,720,16687,640,"[640, 366, 1920, 1646]"
straight/00005,straight,47,52,29,67,straight,9y2JBsNFHcw,346.92,350.92,1280,720,1383,429,"[521, 373, 1380, 1232]"
quick/00001,quick,46,53,37,64,quickly,re85KncsNdA,248.48,252.48,1920,1080,223,512,"[1461, 563, 2485, 1587]"
connect/00001,connect,44,55,25,75,connected,LgQmmt0NPyo,441.12,445.12,1280,720,715,500,"[577, 365, 1578, 1366]"
bye/00014,bye,83,88,65,93,bye,u2hYXaHS3sA,427.12,431.12,1280,720,474,369,"[448, 364, 1187, 1103]"
hold/00005,hold,46,52,34,81,holding,0kEjR19KZ30,27.64,31.64,1280,720,210,376,"[649, 389, 1401, 1141]"
bye/00015,bye,89,96,76,99,bye,dBTPenmhLVA,500.84,504.84,1920,1080,725,906,"[1014, 540, 2826, 2352]"
stop/00001,stop,47,52,8,62,stop,tbq7K-SAPoU,533.48,537.48,1280,720,16847,640,"[640, 360, 1920, 1640]"
push/00007,push,61,67,39,96,push,p40Dl2j7tKU,204.0,208.0,1920,1080,135,527,"[955, 553, 2009, 1607]"
deep/00002,deep,22,29,0,27,deep,b00VGOEFDyI,31.8,35.8,1920,1080,136,880,"[882, 540, 2642, 2300]"
three/00003,three,47,52,28,60,three,ep3y8zjq4DM,220.76,224.76,1920,1080,18853,600,"[600, 635, 1800, 1835]"
below/00009,below,46,53,17,50,below,q9FakIetHp8,276.8,280.8,1280,720,6078,640,"[640, 375, 1920, 1655]"
expand/00004,expand,27,42,24,47,expanding,DnF1Br5ScUY,90.76,94.76,1920,1080,193,539,"[538, 539, 1616, 1617]"
tie/00000,tie,43,50,29,65,tie,qOc06X1D724,525.76,529.76,1280,720,94,609,"[671, 360, 1889, 1578]"
push/00008,push,46,52,29,67,push,ihSyu4YlLtk,109.12,113.12,1280,720,2228,640,"[640, 360, 1920, 1640]"
direction/00007,direction,42,56,0,49,directions,8V8RP1XHsk0,96.52,100.52,1280,720,919,598,"[598, 360, 1794, 1556]"
together/00006,together,42,56,15,62,together,Mbu2e_D11_A,917.8,921.8,1280,720,409,571,"[708, 368, 1851, 1511]"
direction/00008,direction,43,56,35,67,directions,qOGDqC0DOD0,302.6,306.6,1280,720,1318,640,"[640, 360, 1920, 1640]"
hello/00007,hello,46,52,32,74,hello,IEmwLF5MaL8,15.4,19.4,1280,720,969,487,"[638, 360, 1612, 1334]"
straight/00006,straight,45,54,25,62,straight,ejePUFxa2ds,952.92,956.92,1280,720,1301,451,"[451, 392, 1353, 1294]"
global/00003,global,45,53,32,67,global,7NiUck5QVDM,635.8,639.8,1920,1080,516,807,"[807, 561, 2421, 2175]"
loop/00000,loop,46,53,0,99,loop,ZU_gqb58sHI,38.24,42.24,1280,720,662,528,"[558, 359, 1615, 1416]"
long/00003,long,47,52,25,72,long,Dvh8q5m9Ahk,673.36,677.36,1920,1080,1260,383,"[373, 460, 1000, 1095]"
wave/00002,wave,44,54,35,99,waves,IoK-W8hh1Hg,848.12,852.12,1920,1080,1081,559,"[1156, 590, 2274, 1708]"
direction/00009,direction,43,55,0,53,direction,IqbVmIOVzck,256.28,260.28,1280,720,11139,640,"[640, 372, 1920, 1652]"
unify/00000,unify,43,55,39,87,unify,c0MZC8vYeSQ,74.36,78.36,1280,720,436,461,"[818, 373, 1741, 1296]"
four/00002,four,46,52,31,56,four,y7KviZe2gWA,166.76,170.76,1920,1080,4079,510,"[1124, 569, 2113, 1332]"
roll/00000,roll,44,55,36,99,rolled,3D1eyGODKEw,191.48,195.48,1280,720,404,411,"[594, 359, 1417, 1182]"
perfect/00002,perfect,45,53,25,63,perfect,Ihts2mDOEqw,24.08,28.08,1920,1080,848,841,"[845, 540, 2527, 2222]"
transform/00000,transform,9,37,0,35,transform,nthuNmIADDM,99.48,103.48,1920,1080,302,936,"[983, 610, 2856, 2483]"
direction/00010,direction,43,55,0,58,direction,pEJs4q7LdqE,365.28,369.28,1920,1080,669,588,"[588, 572, 1765, 1749]"
bounce/00001,bounce,45,54,0,79,bounce,pu8YMeiaRvU,204.2,208.2,1920,1080,1032,766,"[766, 539, 2299, 2072]"
elevate/00000,elevate,45,54,31,72,elevated,BPI_MBI3o2Q,627.68,631.68,1280,720,167,524,"[655, 379, 1703, 1427]"
evolve/00002,evolve,20,34,17,99,evolve,6IgmJXmOaVw,473.48,477.48,854,480,417,330,"[426, 239, 1087, 900]"
lower/00001,lower,45,53,35,70,lower,q4IK3uMXmV0,489.64,493.64,1920,1080,1660,852,"[852, 540, 2556, 2244]"
whole/00001,whole,46,52,22,88,whole,ueobYrUW3tg,372.48,376.48,1920,1080,4892,876,"[1032, 540, 2784, 2292]"
long/00004,long,11,19,0,17,long,bQZ5iyjqH7M,96.72,100.72,3840,2160,554,1920,"[1920, 1129, 5760, 4969]"
bye/00016,bye,85,89,78,99,bye,zUqPTNU23b0,893.84,897.84,1280,720,16352,640,"[640, 360, 1920, 1640]"
entire/00005,entire,41,58,23,99,entire,m50bYJX2i6I,297.48,301.48,1920,1080,429,960,"[960, 540, 2880, 2460]"
circle/00002,circle,45,54,0,99,circle,CKQbssDF3v8,130.72,134.72,640,480,259,320,"[320, 240, 960, 880]"
hello/00008,hello,73,79,53,99,hello,YjeP2fm1NNU,185.68,189.68,1280,720,135,576,"[576, 381, 1729, 1534]"
above/00004,above,46,53,25,52,above,yb0hllNDD-E,256.56,260.56,1920,1080,567,673,"[974, 578, 2321, 1925]"
full/00000,full,47,51,32,63,full,qjt6TLWZzR4,26.64,30.64,1280,720,452,331,"[949, 389, 1611, 1051]"
count/00000,count,46,52,26,52,count,p3Hm1j1kTPQ,471.32,475.32,854,480,160,405,"[448, 239, 1259, 1050]"
focus/00001,focus,45,54,25,59,focus,U1wxJXDWTLU,103.44,107.44,1280,720,1394,327,"[666, 333, 1320, 987]"
little/00000,little,47,52,25,62,little,D4xP3aN1Pjc,333.76,337.76,1920,1080,355,468,"[447, 611, 1384, 1548]"
mix/00003,mix,47,51,8,58,mix,wueplM93GTI,499.04,503.04,1280,720,538,508,"[772, 360, 1788, 1376]"
less/00000,less,46,53,18,54,less,rBkc_H3puto,477.0,481.0,1920,1080,3635,796,"[1018, 608, 2610, 2200]"
build/00002,build,26,32,0,41,built,7bSIm02DTNw,128.44,132.44,1920,1080,369,960,"[960, 540, 2880, 2460]"
high/00002,high,46,52,0,99,high,5xW0OxzFpnE,309.84,313.84,1920,1080,974,339,"[1629, 740, 2308, 1419]"
height/00003,height,84,90,50,99,height,VpnY6JFceYA,408.52,412.52,1280,720,161,412,"[868, 360, 1692, 1184]"
develop/00000,develop,44,54,25,79,develop,w5RamYWY5sw,596.44,600.44,1920,1080,1080,648,"[905, 597, 2201, 1893]"
together/00007,together,23,34,0,31,together,oyTL_nrbqqE,55.6,59.6,1280,720,150,470,"[470, 370, 1410, 1310]"
small/00002,small,40,50,29,71,small,QKgu0oHB-KE,211.6,215.6,1920,1080,299,415,"[591, 506, 1421, 1336]"
broad/00000,broad,44,54,40,65,broad,rL4RsV81TIU,655.08,659.08,1280,720,2029,596,"[613, 373, 1806, 1566]"
increase/00002,increase,43,56,25,63,increasing,5cX3VGUtdxw,564.88,568.88,1920,1080,1311,519,"[764, 595, 1803, 1634]"
huge/00005,huge,44,54,25,59,huge,5hvT3iKZ2as,898.96,902.96,854,480,1819,421,"[421, 246, 1263, 1088]"
below/00010,below,47,52,27,74,below,5VNvG4WB0a8,54.16,58.16,1920,1080,2208,960,"[960, 577, 2880, 2497]"
catch/00001,catch,46,52,16,68,catch,06xiDJw53qE,359.08,363.08,1280,720,3812,640,"[640, 363, 1920, 1643]"
above/00005,above,47,51,22,50,above,9jduxWz5VGI,33.08,37.08,1280,720,2140,611,"[611, 406, 1833, 1628]"
horizontal/00001,horizontal,43,55,0,57,horizontal,9wyfviFCSXg,786.48,790.48,1920,1080,6178,413,"[210, 456, 1037, 1283]"
straight/00007,straight,45,54,27,75,straight,5OL_jJbmYmI,354.6,358.6,1280,720,3561,588,"[588, 369, 1765, 1546]"
bye/00017,bye,86,92,85,99,bye,1srD3Mdvf50,1065.08,1069.08,1920,1080,806,277,"[1642, 892, 2197, 1447]"
small/00003,small,46,53,25,57,small,7sOedLn38YI,243.96,247.96,1920,1080,170,454,"[996, 476, 1904, 1384]"
hashtag/00000,hashtag,41,58,25,60,hashtag,4F1KTQ7ndYI,493.28,497.28,1920,1080,6106,960,"[960, 636, 2880, 2556]"
grow/00001,grow,47,52,35,59,grow,7cxlKs1S_34,75.44,79.44,1920,1080,1574,954,"[954, 539, 2863, 2448]"
switch/00004,switch,84,93,47,95,switch,eLS1vcpGVHQ,424.24,428.24,1280,720,577,248,"[342, 388, 838, 884]"
round/00001,round,42,56,31,77,rounded,5Tb5QeBrl4E,326.92,330.92,1920,1080,1489,660,"[660, 575, 1981, 1896]"
press/00001,press,44,55,32,80,press,YdFQ29oK50M,1042.52,1046.52,1920,1080,240,716,"[952, 539, 2385, 1972]"
direction/00011,direction,43,56,0,50,direction,YSSHUjOsVUw,596.08,600.08,1920,1080,1475,755,"[1153, 487, 2663, 1997]"
few/00000,few,46,52,32,64,few,mj9I9y19Awk,728.2,732.2,1280,720,1819,518,"[535, 368, 1571, 1404]"
eat/00000,eat,47,51,25,75,ate,jMlpNb8jhy0,148.56,152.56,1280,720,7065,640,"[640, 383, 1920, 1663]"
grow/00002,grow,45,54,25,86,grow,Qs4jyj2JOos,505.28,509.28,1920,1080,714,712,"[1042, 540, 2466, 1964]"
whole/00002,whole,47,51,25,63,whole,BXZWA3qtIXY,30.52,34.52,1920,1080,1419,690,"[1067, 568, 2447, 1948]"
push/00009,push,45,54,37,75,pushing,MpNdjPXH9N0,698.4,702.4,1920,998,3073,166,"[1753, 871, 2086, 1204]"
below/00011,below,67,74,25,77,below,sE_gv4uvAQ4,680.32,684.32,1280,720,134,261,"[346, 218, 868, 740]"
bye/00018,bye,47,51,50,72,bye,vpXnLgR9YKY,1336.96,1340.96,1280,720,182,396,"[884, 372, 1676, 1164]"
straight/00008,straight,36,43,0,53,straight,q9Dv5fMJP14,189.44,193.44,1280,720,179,509,"[771, 386, 1789, 1404]"
hello/00009,hello,31,68,25,75,hello,wOPCa_GY0aU,22.72,26.72,1280,720,837,386,"[386, 402, 1158, 1174]"
direction/00012,direction,42,56,29,52,direction,nc5yF5DDoXI,974.12,978.12,1920,1080,12253,960,"[960, 540, 2880, 2460]"
connect/00002,connect,46,53,0,99,connect,34s5BlxCC6M,217.28,221.28,1280,720,10659,582,"[698, 410, 1862, 1574]"
no/00000,no,49,50,47,74,no,30HJ72gZfmo,421.4,425.4,1920,1080,860,960,"[960, 540, 2880, 2460]"
throw/00004,throw,48,51,45,68,throw,aSBrqIcF7GM,279.76,283.76,1920,1080,3023,568,"[1351, 674, 2488, 1811]"
push/00010,push,47,52,41,76,push,Ab0NZguWD8I,308.32,312.32,1920,1080,627,960,"[960, 562, 2880, 2482]"
connect/00003,connect,43,55,30,84,connect,9TOasJfj4-k,342.4,346.4,1280,720,1926,640,"[640, 360, 1920, 1640]"
open/00001,open,45,54,32,56,open,spc1CVGD0ts,148.88,152.88,1280,720,677,384,"[609, 393, 1377, 1161]"
high/00003,high,47,52,0,55,high,zaUaM1U4Eqw,542.88,546.88,1280,720,1847,519,"[761, 430, 1799, 1468]"
embrace/00000,embrace,43,56,13,61,embracing,51eKZVhW1jo,1418.12,1422.12,1280,720,40414,640,"[640, 360, 1920, 1640]"
hold/00006,hold,47,51,43,72,hold,jjvZMT0bP9w,82.24,86.24,1280,720,9639,528,"[528, 360, 1584, 1416]"
five/00004,five,46,52,14,50,five,OY4nLtaEYZ0,15.2,19.2,1920,1080,222,960,"[960, 575, 2880, 2495]"
slide/00001,slide,45,53,35,99,slid,BE6Zt__Q5_k,443.24,447.24,1280,720,27509,640,"[640, 364, 1920, 1644]"
entire/00006,entire,66,76,50,75,entire,ZFUgy3crCYY,518.4,522.4,1920,1080,336,521,"[993, 558, 2036, 1601]"
full/00001,full,47,51,23,70,full,4bBq8NIb3TY,90.8,94.8,1280,720,726,522,"[522, 364, 1567, 1409]"
turn/00003,turn,46,52,39,75,turned,7qwZKHmspJk,75.76,79.76,1920,1080,1578,556,"[556, 540, 1668, 1652]"
branch/00000,branch,41,57,33,58,branching,rxJEpblGK0s,180.68,184.68,1920,1080,201,626,"[695, 644, 1948, 1897]"
block/00002,block,43,55,26,59,blocks,_uf7szRnE64,199.96,203.96,960,720,195,419,"[517, 366, 1356, 1205]"
top/00002,top,48,51,40,62,top,UDnBVDTdJXA,245.56,249.56,1920,1080,540,931,"[988, 573, 2851, 2436]"
curve/00000,curve,43,55,25,67,curves,_4J8HD8E5gI,16.32,20.32,1920,1080,2637,526,"[1009, 571, 2062, 1624]"
huge/00006,huge,45,53,27,62,huge,4lfE1tZBfO4,808.52,812.52,1920,1080,754,660,"[1259, 539, 2580, 1860]"
reduce/00000,reduce,43,56,29,99,reduce,pq_M5GJHqhI,199.2,203.2,1920,1080,832,847,"[956, 556, 2651, 2251]"
open/00002,open,46,53,25,67,open,b2W8ErC9JaU,573.12,577.12,1440,1080,15409,720,"[720, 538, 2160, 1978]"
open/00003,open,46,53,32,71,open,87mPi99B0Cc,782.56,786.56,1280,720,12295,521,"[679, 359, 1722, 1402]"
hello/00010,hello,2,5,0,14,hello,e5c2XUYnMHc,3.08,7.08,1280,720,235,456,"[456, 383, 1368, 1295]"
bye/00019,bye,15,20,0,26,bye,o-pucUekSq4,311.08,315.08,1920,1080,253,567,"[567, 539, 1702, 1674]"
expand/00005,expand,42,56,22,50,expanding,IGCVTSQw7WU,60.76,64.76,1920,1080,280,486,"[963, 593, 1936, 1566]"
mix/00004,mix,46,52,33,56,mix,lsnR8SNLIQk,197.36,201.36,1920,1080,4000,747,"[1020, 600, 2515, 2095]"
bye/00020,bye,42,57,49,67,bye,JnfHu35Eudg,841.2,845.2,1920,1080,675,897,"[921, 540, 2715, 2334]"
flow/00000,flow,46,52,21,99,flow,rzOqbHZz5hc,854.56,858.56,1280,720,1171,470,"[630, 359, 1571, 1300]"
direction/00013,direction,21,32,0,27,direction,WgHLPCs0FRI,406.28,410.28,1280,720,49,403,"[470, 384, 1277, 1191]"
flow/00001,flow,40,59,23,63,flow,oSfs5KHhxXU,212.36,216.36,1920,1080,5337,960,"[960, 540, 2880, 2460]"
entire/00007,entire,44,54,42,67,entire,3cYObNxiSmQ,234.92,238.92,1920,1080,482,960,"[960, 574, 2880, 2494]"
below/00012,below,46,52,36,61,below,goKhuSXLt60,1096.72,1100.72,1920,1080,6651,915,"[915, 540, 2745, 2370]"
push/00011,push,43,55,24,55,pushing,YgPAPQbg-as,291.08,295.08,1920,1080,260,945,"[945, 546, 2836, 2437]"
bye/00021,bye,79,89,67,99,bye,8QYh4ehiTn4,396.32,400.32,1920,1080,191,458,"[1461, 621, 2378, 1538]"
turn/00004,turn,48,51,27,63,turn,2x4Ps2Q2_80,1086.32,1090.32,854,480,3623,268,"[536, 320, 1072, 856]"
top/00003,top,46,52,31,56,top,kaJM1jeNEmM,200.16,204.16,1920,1080,948,431,"[1478, 472, 2340, 1334]"
bye/00022,bye,83,89,75,92,bye,KhZx0juNwB0,302.96,306.96,1920,1080,1339,945,"[964, 540, 2854, 2430]"
move/00003,move,46,53,40,65,moving,2GtXY3xhmag,403.28,407.28,1920,1080,1147,794,"[988, 569, 2577, 2158]"
flip/00002,flip,45,53,45,80,flip,3196NpHDyec,792.12,796.12,1280,720,528,466,"[466, 402, 1398, 1334]"
throw/00005,throw,45,54,25,54,thrown,6qqmwjI3hLU,54.8,58.8,1920,1080,747,902,"[1018, 573, 2822, 2377]"
roll/00001,roll,46,53,38,59,roll,_cQ6M-wX3XA,652.0,656.0,1920,1080,3852,719,"[1200, 581, 2639, 2020]"
grab/00002,grab,46,52,30,81,grab,ZEkjAZK8-Qo,324.6,328.6,1920,1080,869,695,"[1225, 599, 2615, 1989]"
raise/00000,raise,44,54,39,84,raised,2B0fV6YabZU,130.32,134.32,1920,1080,351,717,"[717, 616, 2151, 2050]"
strong/00000,strong,43,55,27,63,strong,7zXmfFbqVJQ,193.0,197.0,1920,1080,419,960,"[960, 624, 2880, 2544]"
wide/00001,wide,46,53,27,62,wide,BEwuf7BcXds,540.44,544.44,1920,1080,1039,776,"[1091, 562, 2643, 2114]"
hello/00011,hello,26,32,0,25,hello,zXmo75-ZeSQ,416.44,420.44,1280,720,269,550,"[550, 366, 1651, 1467]"
direction/00014,direction,43,55,15,54,direction,HWi4iL-G7lU,860.48,864.48,1920,1080,107,434,"[1480, 645, 2349, 1514]"
entire/00008,entire,40,59,36,90,entire,S8aXVz799Dc,319.4,323.4,1920,1080,15116,922,"[997, 539, 2842, 2384]"
tie/00001,tie,46,52,50,92,ties,CRgUtSayKGc,224.28,228.28,1920,1080,609,814,"[814, 571, 2443, 2200]"
below/00013,below,47,52,25,64,below,yG23znK57hU,511.88,515.88,1920,1080,1206,349,"[1571, 847, 2269, 1545]"
increase/00003,increase,45,53,25,50,increase,m5f2rg0rbe8,512.16,516.16,854,480,20284,427,"[427, 240, 1281, 1094]"
huge/00007,huge,45,54,42,75,huge,s5c4zUO59TA,303.72,307.72,1920,1080,1321,960,"[960, 549, 2880, 2469]"
above/00006,above,29,33,0,48,above,TLiTGwm7HiA,262.48,266.48,1280,720,436,611,"[668, 359, 1891, 1582]"
grow/00003,grow,84,93,73,99,growing,TFZf9dl-Fjs,211.96,215.96,1280,720,1932,605,"[605, 372, 1815, 1582]"
tiny/00000,tiny,44,54,7,67,tiny,vQy90txzWC8,315.64,319.64,1920,1080,2953,615,"[615, 542, 1845, 1772]"
open/00004,open,46,52,25,74,open,xA6as6cxf4M,301.44,305.44,1920,1080,216,912,"[1007, 544, 2832, 2369]"
push/00012,push,46,53,31,99,pushed,DSw_1aYX1Zw,366.92,370.92,1920,1080,657,613,"[613, 682, 1839, 1908]"
expand/00006,expand,41,57,25,75,expand,e5Wa0lU68bg,374.04,378.04,1280,720,4770,453,"[657, 403, 1563, 1309]"
turn/00005,turn,46,53,25,58,turn,ri5EXCoXdVw,992.64,996.64,1920,1080,338,506,"[922, 574, 1934, 1586]"
full/00002,full,46,53,25,65,full,Q6pdNsKq-Ak,751.36,755.36,1280,720,301,640,"[640, 416, 1920, 1696]"
evolve/00003,evolve,56,68,25,75,evolve,ujkPOJhJxHU,1218.0,1222.0,1280,718,552,291,"[659, 318, 1241, 900]"
bye/00023,bye,47,52,44,88,bye,zXJLYIM0asw,408.48,412.48,1920,1080,479,501,"[501, 764, 1504, 1767]"
specific/00003,specific,43,56,28,78,specific,JGVtTRPbZQg,227.92,231.92,1280,720,531,431,"[682, 369, 1544, 1231]"
flow/00002,flow,46,53,0,57,flow,rzOqbHZz5hc,941.36,945.36,1280,720,237,482,"[642, 365, 1606, 1329]"
peak/00000,peak,46,53,32,94,peak,hPJOhfiOIqg,774.36,778.36,1280,720,699,546,"[733, 359, 1826, 1452]"
shrink/00000,shrink,46,53,32,62,shrink,W5I6iCVmJyg,605.16,609.16,1280,720,7127,493,"[637, 360, 1623, 1346]"
raise/00001,raise,2,11,0,34,raised,xxIq9_ggKy8,67.36,71.36,1280,720,270,605,"[671, 360, 1881, 1570]"
full/00003,full,46,52,26,86,full,q_SinYAt11Q,157.56,161.56,1920,1080,8106,823,"[823, 539, 2470, 2186]"
down/00001,down,47,52,25,50,down,1U_R89vERF0,365.64,369.64,1280,720,1455,550,"[705, 383, 1805, 1483]"
direction/00015,direction,44,54,22,55,direction,1qRWBkrcnAM,473.36,477.36,1920,1080,2577,679,"[679, 540, 2037, 1898]"
hold/00007,hold,61,67,40,99,hold,poCBM0P6u3s,127.48,131.48,1920,1080,830,862,"[982, 630, 2706, 2354]"
hug/00000,hug,46,53,42,70,hug,EW8W5Dze1IU,208.0,212.0,1920,1080,1712,778,"[813, 552, 2369, 2108]"
spin/00002,spin,44,55,24,77,spinning,6px4rzfC6jY,59.36,63.36,1920,1080,118,638,"[1004, 541, 2280, 1817]"
whole/00003,whole,47,52,35,74,whole,h2pYNLpcOfc,29.88,33.88,1920,1080,1111,947,"[947, 549, 2842, 2444]"
raise/00002,raise,6,9,36,99,raise,GBtQiH0E3K8,292.04,296.04,1920,1080,261,535,"[889, 563, 1959, 1633]"
stop/00002,stop,45,53,25,51,stopped,LXOM5tVjxtc,1088.64,1092.64,1280,720,914,493,"[674, 374, 1660, 1360]"
separate/00002,separate,45,53,28,65,separate,9SNT2Aji_FE,241.64,245.64,1920,1080,14386,960,"[960, 546, 2880, 2466]"
direction/00016,direction,44,55,39,87,direction,dyxYvwUuhZ4,479.88,483.88,1920,1080,525,825,"[1095, 540, 2745, 2190]"
no/00001,no,47,51,34,66,no,TS81H1_dHcY,22.56,26.56,1280,720,805,579,"[645, 398, 1803, 1556]"
balance/00003,balance,44,55,25,59,balance,WcAE5Eg6mS8,161.76,165.76,1920,1080,4000,650,"[899, 637, 2199, 1937]"
no/00002,no,59,63,50,79,no,1ZD5Y5OgAZQ,396.72,400.72,1920,1080,715,548,"[548, 540, 1644, 1636]"
tie/00002,tie,45,54,29,99,tied,qni8LKMGXTo,210.16,214.16,1280,720,7139,442,"[609, 361, 1493, 1245]"
balance/00004,balance,64,72,27,76,balance,xfeMq4O9jV0,556.12,560.12,1280,720,117,271,"[990, 448, 1533, 991]"
hug/00001,hug,47,52,25,60,hug,HlNSxVe1-D4,343.88,347.88,1920,1080,1640,949,"[970, 625, 2869, 2524]"
move/00004,move,48,51,27,67,move,jStLbkKCkOk,363.2,367.2,1280,720,2641,640,"[640, 360, 1920, 1640]"
balance/00005,balance,44,55,0,74,balances,9_jGbuu11Os,338.16,342.16,1280,720,38861,391,"[888, 385, 1671, 1168]"
cross/00002,cross,45,54,25,63,crossed,KullZaoXs_U,439.84,443.84,1280,720,248,626,"[654, 360, 1906, 1612]"
together/00008,together,24,33,0,32,together,m7tiDPiuT4s,133.84,137.84,1280,720,87,392,"[778, 378, 1562, 1162]"
down/00002,down,46,53,27,79,down,MTgu4mP0QVI,205.44,209.44,1920,1080,233,477,"[1068, 502, 2023, 1457]"
wave/00003,wave,44,54,0,99,waves,TDFKxEKYOEc,368.84,372.84,1280,720,12044,639,"[639, 359, 1918, 1638]"
zoom/00001,zoom,46,53,22,70,zoom,2eEsJogi5I8,543.52,547.52,1920,1080,180,639,"[741, 554, 2019, 1832]"
circle/00003,circle,45,54,19,59,circle,lFlj-N8DNT0,246.36,250.36,1920,1080,805,900,"[1020, 540, 2820, 2340]"
stop/00003,stop,46,53,26,52,stop,qfd_SzpwAn4,197.92,201.92,1280,720,5399,341,"[380, 394, 1023, 975]"
switch/00005,switch,45,53,0,99,switch,yxt4shZFYpk,1215.48,1219.48,1280,720,14252,359,"[953, 360, 1672, 1079]"
combine/00000,combine,43,55,13,69,combine,VbdCd2TyAo0,51.16,55.16,1920,1080,174,584,"[971, 542, 2140, 1711]"
bottom/00001,bottom,47,52,39,64,bottom,QPZ0pIK_wsc,149.44,153.44,1920,1080,9514,784,"[784, 562, 2353, 2131]"
together/00009,together,44,54,0,50,together,K0ThQHExpis,1005.44,1009.44,1280,720,1607,514,"[765, 359, 1794, 1388]"
circle/00004,circle,77,84,14,69,circle,ubFOEd_HM10,120.12,124.12,1280,720,341,618,"[661, 363, 1898, 1600]"
curve/00001,curve,46,52,0,99,curve,QlWAihvSYxY,389.92,393.92,1920,1080,1894,729,"[961, 533, 2419, 1991]"
straight/00009,straight,43,55,25,70,straight,hP3LrWf6Hos,17.04,21.04,1920,1080,1675,780,"[780, 563, 2341, 2124]"
block/00003,block,74,81,45,99,block,bPSTJ9tjoXQ,882.6,886.6,1920,1080,227,534,"[534, 557, 1603, 1626]"
grow/00004,grow,46,52,29,69,grow,87htsutdvRU,969.76,973.76,1280,720,548,640,"[640, 360, 1920, 1640]"
wrap/00002,wrap,45,54,30,78,wrapping,yDS1e_Sg4WQ,120.12,124.12,1920,1080,420,644,"[1009, 585, 2298, 1874]"
bye/00024,bye,48,50,0,99,bye,7QFA6-auRQs,320.04,324.04,1920,1080,6031,781,"[781, 540, 2343, 2102]"
together/00010,together,43,55,18,90,together,k7oEjm18Qvg,603.6,607.6,1920,1080,1149,960,"[960, 540, 2880, 2460]"
her/00000,her,27,30,19,51,her,CN3i-5K7NsE,155.32,159.32,1920,1080,147,371,"[316, 675, 1059, 1418]"
shake/00000,shake,46,52,28,50,shake,y3ZfCR0GvCA,108.24,112.24,1280,720,1481,560,"[720, 360, 1840, 1480]"
five/00005,five,45,53,44,63,five,7ekZPlXav1Y,472.28,476.28,1920,1080,872,466,"[933, 344, 1865, 1276]"
five/00006,five,46,53,33,56,five,6nZZFYFHFvk,79.48,83.48,1280,720,2707,523,"[699, 360, 1745, 1406]"
throw/00006,throw,47,52,25,66,throw,6Q3pic34dmg,398.48,402.48,1280,720,816,640,"[640, 360, 1920, 1640]"
back/00001,back,47,51,25,59,back,SFBBjynBpSw,222.64,226.64,1920,1080,279,522,"[501, 557, 1546, 1602]"
below/00014,below,46,53,35,55,below,AaktOmZJHzc,42.64,46.64,1920,1080,993,960,"[960, 540, 2880, 2460]"
balance/00006,balance,44,54,0,50,balance,l0I6aZhTsRg,172.88,176.88,1920,1080,8951,549,"[1370, 565, 2469, 1664]"
entire/00009,entire,44,55,25,50,entire,ucH2M3nv4bg,117.0,121.0,1280,720,7403,561,"[561, 360, 1683, 1482]"
fight/00000,fight,46,52,25,62,fight,sFogliXMmR4,830.84,834.84,1280,720,564,495,"[495, 421, 1486, 1412]"
three/00004,three,46,53,25,50,three,Jzvx_7TcdUs,278.16,282.16,1920,1080,296,485,"[1188, 612, 2159, 1583]"
focus/00002,focus,75,86,59,91,focus,yUgmqa3L4go,1002.28,1006.28,1920,1080,91,670,"[1219, 565, 2560, 1906]"
around/00002,around,56,63,25,50,around,gNd7Tt2bJ7A,1047.32,1051.32,1280,720,305,273,"[479, 446, 1026, 993]"
engage/00001,engage,45,53,25,61,engage,S4DTmFMbO4g,235.28,239.28,1920,1080,884,609,"[609, 550, 1827, 1768]"
huge/00008,huge,46,53,36,61,huge,5C5iQzv2EtE,143.16,147.16,1920,1080,1041,818,"[818, 565, 2454, 2201]"
bottom/00002,bottom,47,52,34,59,bottom,TS81H1_dHcY,499.44,503.44,1280,720,13416,640,"[640, 360, 1920, 1640]"
below/00015,below,47,52,0,62,below,Uo12P6Q7nBs,402.4,406.4,1280,720,1741,275,"[289, 225, 839, 775]"
explode/00000,explode,43,55,21,57,explode,3SpDv_TZJUQ,437.2,441.2,1280,720,4117,627,"[627, 480, 1881, 1734]"
join/00002,join,47,51,25,65,join,6p5NhJwy7fY,614.28,618.28,1920,1080,1972,720,"[911, 553, 2352, 1994]"
decrease/00000,decrease,19,34,0,32,decrease,X4hl5hKDmHw,205.12,209.12,1920,1080,80,941,"[941, 569, 2824, 2452]"
bye/00025,bye,73,78,63,93,bye,MfuDWYVNp-o,331.2,335.2,1280,720,2417,640,"[640, 360, 1920, 1640]"
